Timestamp,NP Chiller High Level Status WCC_N_2_4_Motor FLA Loading,NP Chiller Hard-wired Status WCC_NP_2_4_FM_01_FR,NP Chiller High Level Status WCC_N_2_4_Running Hours,condensing_delta_t,chilled_delta_t,small_delta_t,NP WCC Power WCC_2_4_Power,cluster_id
2023-12-28 10:42:00,47.1,244.1044,1,-3.1999999999999993,4.4,4.5,613.896,704
2023-12-28 10:45:00,47.4,249.6383,1,-3.3000000000000007,4.5,4.5,618.8391,705
2023-12-28 10:48:00,47.7,251.36,1,-3.3000000000000007,4.300000000000001,4.600000000000001,625.5555,705
2023-12-28 10:51:00,48.1,245.3342,1,-3.3000000000000007,4.4,4.599999999999998,631.3149,705
2023-12-28 10:57:00,49.5,253.4505,1,-3.6999999999999993,4.4,5.0,647.5651,737
2023-12-28 11:00:00,48.5,247.4248,1,-3.3000000000000007,4.500000000000001,4.699999999999999,638.8416,705
2023-12-28 11:33:00,48.7,244.9653,2,-3.5,4.7,4.800000000000001,642.1794,709
2023-12-28 11:36:00,48.7,242.8747,2,-3.5,4.6000000000000005,4.800000000000001,642.8891,706
2023-12-28 11:39:00,48.9,240.2922,2,-3.400000000000002,4.7,4.800000000000001,648.2043,709
2023-12-28 11:42:00,48.9,237.5868,2,-3.5,4.8,4.800000000000001,644.1801,709
2023-12-28 11:45:00,49.1,236.3571,2,-3.6000000000000014,4.8,4.900000000000002,645.0466,707
2023-12-28 11:48:00,49.3,238.2017,2,-3.5,4.8,4.900000000000002,648.5464,709
2023-12-28 11:51:00,49.5,240.0463,2,-3.6000000000000014,4.9,4.900000000000002,651.6735,709
2023-12-28 11:54:00,49.9,241.522,2,-3.6999999999999993,4.9,5.0,657.9407,559
2023-12-28 11:57:00,50.1,242.7518,2,-3.6000000000000014,4.9,5.0,659.3525,709
2023-12-28 12:00:00,50.7,246.8099,2,-3.6999999999999993,4.9,5.100000000000001,673.7877,560
2023-12-28 12:03:00,51.6,244.2274,2,-3.8000000000000007,5.0,5.199999999999999,680.8836,559
2023-12-28 12:06:00,51.4,243.9815,2,-3.8000000000000007,5.1,5.199999999999999,682.0447,559
2023-12-28 12:09:00,51.6,245.5801,2,-3.8000000000000007,5.0,5.199999999999999,684.0801,559
2023-12-28 12:12:00,51.0,242.2598,2,-3.6999999999999993,5.1,5.099999999999998,674.5555,582
2023-12-28 12:15:00,51.3,243.6125,2,-3.6999999999999993,4.9,5.099999999999998,679.3214,559
2023-12-28 12:18:00,51.0,241.645,2,-3.8000000000000007,4.9,5.099999999999998,675.0776,559
2023-12-28 12:21:00,51.1,243.1207,2,-3.6999999999999993,5.0,5.099999999999998,671.0094,559
2023-12-28 12:24:00,51.0,244.7193,2,-3.8000000000000007,5.0,5.099999999999998,674.0287,559
2023-12-28 12:27:00,51.4,249.1464,2,-3.6999999999999993,4.9,5.099999999999998,681.6138,560
2023-12-28 12:30:00,51.5,250.4991,2,-3.8000000000000007,4.9,5.199999999999999,678.0035,560
2023-12-28 12:33:00,51.5,250.4991,3,-3.8000000000000007,4.9,5.199999999999999,680.4928,560
2023-12-28 12:36:00,51.5,252.8356,3,-3.8000000000000007,4.9,5.199999999999999,682.6534,722
2023-12-28 12:39:00,52.3,253.3275,3,-3.8999999999999986,4.9,5.300000000000001,692.3312,1738
2023-12-28 12:42:00,52.5,252.2208,3,-3.8999999999999986,5.0,5.300000000000001,697.5784,1738
2023-12-28 12:45:00,53.0,250.3762,3,-3.900000000000002,5.1,5.300000000000001,705.1424,1738
2023-12-28 12:48:00,53.6,247.7937,3,-4.100000000000001,5.199999999999999,5.5,714.662,1732
2023-12-28 12:51:00,54.0,245.3342,3,-4.099999999999998,5.299999999999999,5.5,717.7338,1732
2023-12-28 12:54:00,54.0,247.9167,3,-4.100000000000001,5.299999999999999,5.5,717.1854,1732
2023-12-28 12:57:00,53.4,246.8099,3,-4.0,5.299999999999999,5.5,712.2812,1732
2023-12-28 13:00:00,53.4,247.9167,3,-4.0,5.299999999999999,5.5,706.9119,1732
2023-12-28 13:03:00,53.6,250.4991,3,-4.099999999999998,5.199999999999999,5.5,705.1193,1723
2023-12-28 13:06:00,53.2,248.6545,3,-4.100000000000001,5.199999999999999,5.5,702.6954,1723
