Timestamp,NS Substation HX Primary Control Valve 1A4 V-02 Position,HX2 supply_dt,HX2 lmtd,HX2 primary chw dt,HX2 secondary chw dt,HX2 primary_dp,HX2_running_hour
2023-01-12 15:18:42,58.53588,8.130785,,2.4884260000000005,-5.844905,-13.599500000000006,0.0
2023-01-12 15:24:40,32.69676,2.1701380000000006,0.7904772396115742,2.7777770000000004,0.78125,-17.361099999999993,0.0
2023-01-12 15:51:42,30.00578,2.256944,1.0202585077954112,2.922454,1.0127309999999996,-19.097199999999987,0.0
2023-01-12 17:18:01,30.00578,2.2280099999999994,1.04103535760301,2.9803249999999997,1.1284710000000002,-17.650499999999994,0.0
2023-01-13 10:15:44,43.48959,2.0254630000000002,0.9796636143079636,3.4432860000000005,1.7939810000000005,-15.625,0.0
2023-01-13 10:18:42,39.23611,2.0254630000000002,0.9796636143079636,3.4722220000000004,1.8229170000000003,-15.625,0.049444444444444444
2023-01-13 10:21:43,39.23611,2.083334,0.9973492478889214,3.4722220000000004,1.7650460000000008,-15.046300000000002,0.09972222222222221
2023-01-13 10:24:43,42.33218,2.228009,1.0117748445181092,3.703704000000001,1.8229160000000002,-15.624899999999997,0.1497222222222222
2023-01-13 10:27:43,45.05209,2.1701390000000007,1.0236491510599577,3.616898,1.8229169999999995,-14.467600000000004,0.1997222222222222
2023-01-13 10:30:00,48.90046,2.1990740000000004,1.0032663000352002,3.4722220000000004,1.6203709999999996,-14.467600000000004,0.23777777777777775
2023-01-13 10:33:43,38.85995,1.9097220000000004,0.9960123355167904,3.3854170000000003,1.9097229999999996,-15.335600000000028,0.2997222222222222
2023-01-13 10:36:01,41.95602,2.1701390000000007,1.0787079588011679,3.703704000000001,1.967593,-16.782399999999996,0.33805555555555555
2023-01-13 10:39:43,40.01736,2.1990740000000004,1.087733677823219,4.021991,2.256944,-16.4931,0.3997222222222222
2023-01-13 10:42:43,46.58565,2.2858790000000004,1.0287167693064407,3.993055,2.054398,-15.3356,0.4497222222222222
2023-01-13 10:45:00,44.64699,2.141204,0.9563247147447341,3.7615739999999995,1.938656,-14.467600000000004,0.48777777777777775
