Timestamp,NP Chiller High Level Status WCC_N_1_3_Motor FLA Loading,NP Chiller Hard-wired Status WCC_NP_1_3_FM_01_FR,NP Chiller High Level Status WCC_N_1_3_Running Hours,condensing_delta_t,chilled_delta_t,small_delta_t,NP WCC Power WCC_1_3_Power
2023-12-28 22:00:00,65,48.26389,0.0,2.1000000000000014,4.8,3.6999999999999993,0.0
2023-12-28 22:06:00,63,48.90046,0.0,2.900000000000002,4.199999999999999,3.1999999999999993,0.0
2023-12-28 22:09:00,71,51.15741,0.0,4.5,4.9,1.6999999999999993,0.0
2023-12-28 22:15:00,68,50.63657,0.0,4.699999999999999,4.9,1.3000000000000007,0.0
2023-12-28 22:18:00,67,50.75231,0.0,5.0,5.3,1.0,0.0
2023-12-28 22:21:00,66,49.47916,0.0,4.800000000000001,5.0,1.0999999999999979,0.0
2023-12-28 22:27:00,73,48.90046,0.0,5.0,5.500000000000001,1.6999999999999993,0.0
2023-12-28 22:30:00,67,48.09028,0.0,5.0,5.4,1.1000000000000014,0.0
2023-12-28 22:36:00,68,47.8588,0.0,5.099999999999998,5.3,1.0,0.0
2023-12-28 22:39:00,68,48.95834,0.0,4.800000000000001,5.199999999999999,1.3000000000000007,0.0
2023-12-28 22:45:00,68,48.72685,0.0,5.0,5.3,1.1000000000000014,0.0
2023-12-28 22:48:00,65,48.72685,0.0,4.899999999999999,5.299999999999999,0.9000000000000021,0.0
2023-12-28 22:51:00,67,47.8588,1.0,5.0,5.1,1.0,0.0
2023-12-28 22:57:00,64,46.23843,1.0,5.100000000000001,5.199999999999999,0.5999999999999979,0.0
2023-12-28 23:00:00,63,46.00695,1.0,4.800000000000001,5.199999999999999,0.8000000000000007,0.0
2023-12-28 23:03:00,63,45.65972,1.0,4.900000000000002,5.1,0.6999999999999993,0.0
2023-12-28 23:06:00,63,46.2963,1.0,5.0,5.1,1.0,0.0
2023-12-28 23:12:00,63,46.35416,1.0,4.899999999999999,5.1,1.1000000000000014,0.0
2023-12-28 23:15:00,66,46.41204,1.0,5.0,5.1,1.3999999999999986,0.0
2023-12-28 23:18:00,67,46.35416,1.0,5.399999999999999,5.5,1.3000000000000007,0.0
2023-12-28 23:21:00,64,44.79166,1.0,5.100000000000001,5.0,1.0999999999999979,0.0
2023-12-28 23:27:00,64,45.25463,1.0,5.399999999999999,5.3,1.0,0.0
2023-12-28 23:30:00,64,44.90741,1.0,5.100000000000001,5.1,1.0999999999999979,0.0
2023-12-28 23:33:00,59,45.08102,1.0,5.100000000000001,5.1,0.6999999999999993,0.0
2023-12-28 23:36:00,63,46.41204,1.0,5.0,4.9,1.0,0.0
2023-12-28 23:42:00,63,47.10648,1.0,5.099999999999998,5.1,1.0,0.0
2023-12-28 23:45:00,62,46.64352,2.0,5.199999999999999,4.800000000000001,0.8999999999999986,0.0
2023-12-28 23:51:00,63,46.12268,2.0,5.100000000000001,5.1,1.0,0.0
