start_date,current_date,running_hour,valve_value,HX2_lmtd_cumulative_change,HX2_primary_dp_cumulative_change,HX2_return_dt_cumulative_change,HX2_secondary_dp_cumulative_change,HX2_supply_dt_cumulative_change
2023-01-12 15:18:42,2025-09-27 15:57:00,,,,,,,
,,268.82722222222225,58.53588,,0.0,0.0,0.0,0.0
,,268.9266666666667,32.69676,0.0,7.800487664160609e-05,7.243005038143199e-07,0.000992616651037118,-4.127269694101491e-06
,,269.3772222222222,30.00578,-2.868064740410413e-06,0.00043142361941449735,4.005907814392308e-06,0.005489890975010114,-2.2826798866819784e-05
,,270.81583333333333,30.00578,-1.2025714118084105e-05,0.001559879642115454,1.4483986890523489e-05,0.01984956034853541,-8.253386519574448e-05
,,287.77777777777777,43.48959,5.6639302631593475e-05,0.023794905439924262,0.00036733356391324684,0.18756483336928312,-0.0007486785315903426
,,287.82722222222225,39.23611,5.63245581656296e-05,0.023833689987528217,0.0003676936909793894,0.18805836902259246,-0.0007507306377510986
,,287.8775,39.23611,5.600450901765547e-05,0.023873128207282757,0.00036805988760282615,0.18856022269253003,-0.0007528173299707413
,,287.9275,42.33218,5.6206918054469e-05,0.02393867206597962,0.00036910000885242257,0.18905460962313844,-0.0007547809747302692
,,287.9775,45.05209,5.640932709128253e-05,0.02400421592467648,0.000370140130102019,0.18954899655374685,-0.0007567446194897971
,,288.0155555555556,48.90046,5.6563382858190586e-05,0.024054102083795752,0.00037093177794198944,0.18992527993982097,-0.0007582391713345487
,,288.0775,38.85995,5.6169068162067784e-05,0.02410269171365908,0.00037138294836754955,0.1905435858425617,-0.0007608100683786387
,,288.11583333333334,41.95602,5.632424842362488e-05,0.02415294200532669,0.00037218037465890704,0.19092261582269496,-0.0007623155293609439
,,288.1775,40.01736,5.6573886235694845e-05,0.024233779431052805,0.0003734631908667423,0.19153235970377852,-0.0007647373578976946
,,288.2275,46.58565,5.6776295272508375e-05,0.024299323289749666,0.00037450331211633873,0.19202674663438693,-0.0007667010026572225
,,288.2655555555556,44.64699,5.693035103941643e-05,0.02434920944886894,0.0003752949599563092,0.19240303002046105,-0.0007681955545019741
,,288.32722222222225,40.01736,5.71799888514864e-05,0.024430046874595053,0.00037657777616414447,0.19301277390154462,-0.0007706173830387248
,,288.365,40.79861,5.733292012374542e-05,0.024479568901165986,0.0003773636455527279,0.19338631069355963,-0.0007721010257459227
,,288.4272222222222,37.32639,5.6936837200285624e-05,0.0245283764217462,0.00037781683916405297,0.19400738926851013,-0.0007746834514763099
,,288.4658333333333,41.95602,5.709314195649153e-05,0.02457899084596208,0.00037862004390679636,0.19438916584270194,-0.0007761998215961666
,,288.5155555555556,42.33218,5.7294426498656254e-05,0.024644170572110675,0.0003796543867050069,0.1948808061792518,-0.0007781525572181431
,,288.57722222222225,40.01736,5.754406431072622e-05,0.02472500799783679,0.00038093720291284216,0.19549055006033536,-0.0007805743857548938
,,288.6272222222222,39.6412,5.722578339008908e-05,0.02476422832687444,0.00038130137635051386,0.19598963105806314,-0.0007826495492882393
,,288.6766666666667,37.32639,5.6911038924125205e-05,0.024803012874478395,0.00038166150341665644,0.19648316671137248,-0.0007847016554489953
,,288.71555555555557,40.79861,5.706846817498015e-05,0.024853991431242613,0.00038247048661078686,0.1968676898796234,-0.0007862289347064056
,,288.7775,40.76968,5.731923048169893e-05,0.02493519298951699,0.000383759081270008,0.19748018035476553,-0.0007886616723807077
,,288.8275,42.01389,5.752163951851246e-05,0.025000736848213852,0.0003847992025196044,0.19797456728537394,-0.0007906253171402356
,,288.865,45.42824,5.7673446296122666e-05,0.02504989474223652,0.000385579293456802,0.19834535748333038,-0.0007920980507098821
,,288.9272222222222,48.90046,5.7925333097490486e-05,0.025131460433059236,0.00038687366656741014,0.19896059455253162,-0.0007945416975217378
,,288.9766666666667,45.8044,5.812549314500617e-05,0.02519627602665949,0.0003879022309142336,0.19944948829502235,-0.0007964835240061607
,,289.0275,57.75463,5.851144081728445e-05,0.025288550271735034,0.0003894740829742243,0.1999262236454206,-0.0007984830766733778
,,289.07666666666665,46.18055,5.8710476370151095e-05,0.02535300173278695,0.0003904968688696608,0.2004123707938522,-0.000800413994020247
,,289.1152777777778,44.64699,5.886678112635723e-05,0.0254036161570029,0.0003913000736124053,0.20079414736804457,-0.0008019303641401059
,,289.1775,40.01736,5.911866792772505e-05,0.025485181847825618,0.00039259444672301347,0.20140938443724582,-0.0008043740109519616
,,289.2158333333333,46.18055,5.927384818928191e-05,0.025535432139493153,0.0003933918730143698,0.2017884144173785,-0.0008058794719342647
,,289.2652777777778,45.8044,5.94740082367976e-05,0.02560024773309341,0.0003944204373611933,0.20227730815986922,-0.0008078212984186876
,,289.31583333333333,40.79861,5.967866626290898e-05,0.025666519856886876,0.0003954721155135626,0.2027771882785953,-0.0008098067614533206
,,289.3775,39.26505,5.928611979412281e-05,0.025714891596033355,0.0003959212627533581,0.2033927215091268,-0.0008123661298111158
,,289.41583333333335,41.17477,5.9441300055679903e-05,0.025765141887700967,0.0003967186890447156,0.20377175148926005,-0.000813871590793421
,,289.46555555555557,45.05209,5.96425845978444e-05,0.02583032161384949,0.000397753031842925,0.20426339182580935,-0.0008158243264153953
,,289.5158333333333,40.76968,5.984611812930674e-05,0.025896229605094617,0.00039879893154390724,0.2047605253504763,-0.0008177988803124747
,,289.565,33.01505,5.953314189067986e-05,0.025934796261981682,0.00039915703542428484,0.20525128833157585,-0.0008198394577869335
,,289.615,42.70834,5.973555092749339e-05,0.026000340120678544,0.00040019715667388126,0.20574567526218426,-0.0008218031025464614
,,289.6775,46.18055,5.998856222351025e-05,0.026082269944049604,0.00040149730823587645,0.20636365892544464,-0.0008242576584958708
,,289.7272222222222,55.81597,6.036607388109421e-05,0.026172527265735587,0.000403034802873792,0.2068299738310258,-0.0008262135050938606
,,289.77722222222224,46.9618,6.056848291790774e-05,0.02623807112443245,0.0004040749241233884,0.2073243607616342,-0.0008281771498533885
,,289.81583333333333,52.74884,6.086163442854549e-05,0.026308159212222102,0.0004052688445405404,0.2076864712190407,-0.0008296959357590897
,,289.8772222222222,53.125,6.132772424042283e-05,0.02641959422949919,0.0004071670921102571,0.20826220079520508,-0.0008321106960839817
,,289.91555555555556,60.4456,6.15638311650881e-05,0.026500360809978668,0.00040862892347456783,0.20865142015252722,-0.0008338580495013531
,,289.98305555555555,49.65278,6.183708336478629e-05,0.026588845019219407,0.00041003308716152254,0.20931884250884839,-0.0008365089699267151
,,290.02722222222224,53.87731,6.217241494889736e-05,0.026669017723957276,0.0004113987946890572,0.20973305519034247,-0.0008382462861785618
,,290.0652777777778,55.81597,6.246134845218795e-05,0.02673809735005215,0.0004125755363951716,0.21008995542534042,-0.0008397432190496494
,,290.12694444444446,63.13657,6.284117263534489e-05,0.026868026196910366,0.00041492717815514845,0.21071609091320612,-0.0008425541788949845
,,290.1769444444444,68.92361,6.314913818925564e-05,0.026973373910579093,0.0004168339147172901,0.21122376833579945,-0.0008448333355263351
,,290.2158333333333,51.5625,6.344439870356719e-05,0.02704396622921619,0.00041803642448996173,0.21158848390441048,-0.0008463630479493443
,,290.2775,55.03472,6.391259751911832e-05,0.02715590547734072,0.00041994326141519807,0.21216681859177938,-0.0008487887347915444
,,290.3275,50.81019,6.429221818037608e-05,0.027246667029874144,0.00042148934540863327,0.21263573860856508,-0.0008507555079068421
