Timestamp,NP Chiller High Level Status WCC_N_2_7_Motor FLA Loading,NP Chiller Hard-wired Status WCC_NP_2_7_FM_01_FR,NP Chiller High Level Status WCC_N_2_7_Running Hours,condensing_delta_t,chilled_delta_t,small_delta_t,NP WCC Power WCC_2_7_Power
2025-08-19 15:27:00,70.1,591.2616,0,-2.6499999999999986,2.5500000000000007,7.600000000000001,2337.4883
2025-08-19 15:30:00,76.05,588.0643,0,-3.0,2.85,9.299999999999997,2544.185
2025-08-19 15:33:00,79.5,601.3455,0,-3.450000000000003,3.0,9.899999999999999,2680.498
2025-08-19 15:36:00,82.0,608.7239,0,-3.4000000000000004,3.0,10.100000000000001,2724.241
2025-08-19 15:39:00,82.30000000000001,611.4294,0,-3.5000000000000018,3.0,10.100000000000001,2748.361
2025-08-19 15:42:00,82.45,618.5619,0,-3.0999999999999996,3.0,10.100000000000001,2744.079
2025-08-19 15:45:00,82.15,607.4942,0,-2.799999999999999,3.05,9.200000000000003,2740.334
2025-08-19 15:48:00,80.25,589.2939,0,-2.8000000000000007,3.1,9.100000000000001,2678.057
2025-08-19 15:51:00,77.5,586.8345,0,-2.7499999999999982,3.0500000000000003,9.0,2593.065
2025-08-19 15:54:00,77.94999999999999,596.9184,0,-2.8000000000000007,3.0,9.100000000000001,2612.276
2025-08-19 15:57:00,77.25,585.1129,0,-2.6999999999999993,3.0000000000000004,9.100000000000001,2588.234
2025-08-19 16:00:00,76.3,583.1453,0,-2.8999999999999986,3.0000000000000004,9.100000000000001,2553.4700000000003
2025-08-19 16:03:00,76.55,600.1157,0,-2.799999999999999,2.9000000000000004,9.100000000000001,2565.875
2025-08-19 16:06:00,76.4,600.6076,0,-2.9000000000000004,2.9000000000000004,9.200000000000003,2569.1459999999997
2025-08-19 16:09:00,77.0,612.1672,1,-2.7500000000000018,2.9000000000000004,9.199999999999996,2584.63
2025-08-19 16:12:00,78.5,632.5811,1,-2.8000000000000007,2.85,9.299999999999997,2628.183
2025-08-19 16:15:00,81.55,650.7813,1,-2.6499999999999986,2.9,9.100000000000001,2730.142
2025-08-19 16:18:00,82.15,645.8623,1,-2.700000000000001,2.9000000000000004,9.199999999999996,2740.5029999999997
2025-08-19 16:21:00,81.30000000000001,624.4647,1,-2.8000000000000007,2.95,9.100000000000001,2696.9629999999997
2025-08-19 16:24:00,79.2,596.1805,1,-2.8000000000000007,3.0000000000000004,9.100000000000001,2627.953
2025-08-19 16:27:00,76.0,577.7344,1,-2.8000000000000007,3.0500000000000003,8.899999999999999,2539.824
2025-08-19 16:30:00,75.7,579.2101,1,-2.6999999999999993,3.0,8.899999999999999,2545.0950000000003
2025-08-19 16:33:00,74.7,567.1586,1,-2.6999999999999993,3.0,8.899999999999999,2508.615
2025-08-19 16:36:00,72.80000000000001,554.3692,1,-2.799999999999999,3.0000000000000004,8.699999999999996,2431.165
2025-08-19 16:39:00,70.8,550.68,1,-2.6499999999999986,3.0000000000000004,8.5,2389.643
2025-08-19 16:42:00,69.85,551.9097,1,-2.5500000000000007,2.8500000000000005,8.5,2354.7169999999996
2025-08-19 16:45:00,69.75,550.68,1,-2.549999999999999,2.9000000000000004,8.199999999999996,2352.239
2025-08-19 16:48:00,69.75,547.2367,1,-2.349999999999998,2.95,8.199999999999996,2363.33
2025-08-19 16:51:00,69.69999999999999,541.5799,1,-2.3499999999999996,2.95,8.199999999999996,2343.125
2025-08-19 16:54:00,69.25,534.9393,1,-2.4499999999999993,3.0,8.100000000000001,2335.804
2025-08-19 16:57:00,68.9,541.088,1,-2.3999999999999986,2.95,8.100000000000001,2326.5969999999998
2025-08-19 17:00:00,68.44999999999999,539.6123,1,-2.3000000000000007,2.8499999999999996,8.0,2315.1499999999996
2025-08-19 17:03:00,68.55000000000001,548.2205,1,-2.3999999999999986,2.8499999999999996,8.100000000000001,2302.803
2025-08-19 17:06:00,68.44999999999999,547.7286,1,-2.4499999999999993,2.8499999999999996,8.0,2308.623
2025-08-19 17:09:00,68.6,559.2882,2,-2.4499999999999993,2.8,8.100000000000001,2311.071
2025-08-19 17:12:00,68.65,568.3883,2,-2.5,2.75,8.100000000000001,2314.955
2025-08-19 17:15:00,68.4,562.2396,2,-2.5,2.75,8.200000000000003,2310.384
2025-08-19 17:18:00,70.0,568.6343,2,-2.3000000000000007,2.8499999999999996,7.899999999999999,2321.849
2025-08-19 17:21:00,70.95,569.864,2,-2.25,2.8000000000000003,8.0,2347.23
2025-08-19 17:24:00,71.95,558.0585,2,-2.3999999999999986,2.9000000000000004,8.0,2364.817
