Timestamp,NP Chiller High Level Status WCC_N_1_4_Motor FLA Loading,NP Chiller Hard-wired Status WCC_NP_1_4_FM_01_FR,NP Chiller High Level Status WCC_N_1_4_Running Hours,condensing_delta_t,chilled_delta_t,small_delta_t,NP WCC Power WCC_1_4_Power,cluster,cluster_id
2023-12-29 03:42:00,65,49.30555,0.0,1.5,3.7,3.1999999999999993,0.0,2,501
2023-12-29 03:48:00,58,48.90046,0.0,2.599999999999998,4.000000000000001,1.4000000000000021,0.0,2,964
2023-12-29 03:51:00,62,49.13195,0.0,2.6999999999999993,4.1000000000000005,1.4000000000000021,0.0,2,964
2023-12-29 03:54:00,62,49.24768,0.0,2.8999999999999986,4.200000000000001,1.2000000000000028,0.0,2,965
2023-12-29 03:57:00,62,48.84259,0.0,3.3000000000000007,4.4,1.0999999999999979,0.0,2,788
2023-12-29 04:00:00,62,44.90741,0.0,3.1999999999999993,4.199999999999999,0.9000000000000021,0.0,2,958
2023-12-29 04:03:00,66,47.80093,0.0,3.299999999999997,4.9,1.2000000000000028,0.0,2,916
2023-12-29 04:06:00,62,47.8588,0.0,3.3000000000000007,4.5,0.8999999999999986,0.0,2,788
2023-12-29 04:12:00,62,49.24768,1.0,3.3000000000000007,4.300000000000001,0.8999999999999986,0.0,2,788
2023-12-29 04:15:00,63,49.18982,1.0,3.3999999999999986,4.5,0.8000000000000007,0.0,2,788
2023-12-29 04:18:00,62,48.95834,1.0,3.299999999999997,4.199999999999999,0.7000000000000028,0.0,2,788
2023-12-29 04:21:00,61,48.90046,1.0,3.3999999999999986,4.199999999999999,0.6000000000000014,0.0,2,788
2023-12-29 04:27:00,59,48.55324,1.0,3.0,3.999999999999999,0.6999999999999993,0.0,2,965
2023-12-29 04:30:00,59,47.97454,1.0,3.1000000000000014,3.6000000000000005,0.6999999999999993,0.0,2,957
2023-12-29 04:33:00,60,47.74305,1.0,3.1999999999999993,4.0,0.5,0.0,2,958
2023-12-29 04:36:00,60,47.39584,1.0,3.0,4.1,0.6999999999999993,0.0,2,965
2023-12-29 04:39:00,56,46.58565,1.0,3.200000000000003,4.0,0.5999999999999979,0.0,2,958
2023-12-29 04:42:00,57,46.70139,1.0,3.1000000000000014,3.9000000000000004,0.6000000000000014,0.0,2,958
2023-12-29 04:45:00,56,46.23843,1.0,3.200000000000003,4.1,0.3999999999999986,0.0,2,958
2023-12-29 04:48:00,60,47.39584,1.0,3.1000000000000014,4.0,0.8000000000000007,0.0,2,958
2023-12-29 04:51:00,57,47.22222,1.0,3.1000000000000014,4.1000000000000005,0.3999999999999986,0.0,2,958
2023-12-29 04:54:00,56,46.81713,1.0,3.1999999999999993,4.0,0.5,0.0,2,958
2023-12-29 04:57:00,56,46.52778,1.0,3.1000000000000014,3.9000000000000004,0.5,0.0,2,958
