Timestamp,NP Chiller High Level Status WCC_N_1_2_Motor FLA Loading,NP Chiller Hard-wired Status WCC_NP_1_2_FM_01_FR,NP Chiller High Level Status WCC_N_1_2_Running Hours,condensing_delta_t,chilled_delta_t,small_delta_t,NP WCC Power WCC_1_2_Power,cluster,cluster_id
2024-03-29 11:18:00,70,132.4508,0.0,2.6000000000000014,5.1,2.1999999999999993,525.34,2,560
2024-03-29 11:24:00,71,125.5787,0.0,3.3000000000000007,5.8,1.6999999999999993,525.34,2,1336
2024-03-29 11:27:00,71,124.349,0.0,3.3999999999999986,5.9,1.6000000000000014,539.66,2,1334
2024-03-29 11:30:00,71,125.217,0.0,3.5,5.9,1.5,539.66,2,1334
2024-03-29 11:33:00,72,124.349,0.0,3.8000000000000007,5.9,1.2999999999999972,539.66,2,941
2024-03-29 11:36:00,72,127.7488,0.0,3.900000000000002,5.9,1.1999999999999993,550.21,2,1249
2024-03-29 11:39:00,73,128.9063,0.0,3.900000000000002,5.9,1.0999999999999979,550.21,2,1249
2024-03-29 11:42:00,73,128.6892,0.0,3.8999999999999986,6.0,1.3000000000000007,550.21,2,1248
2024-03-29 11:45:00,73,124.8553,0.0,3.8999999999999986,6.0,1.1999999999999993,550.21,2,941
2024-03-29 11:48:00,72,122.6852,0.0,3.8999999999999986,6.2,1.1999999999999993,553.42,2,939
2024-03-29 11:51:00,70,121.5278,0.0,3.8999999999999986,6.2,1.1000000000000014,553.42,2,939
2024-03-29 11:54:00,73,123.6979,0.0,3.8999999999999986,6.2,1.1000000000000014,553.42,2,939
2024-03-29 11:57:00,70,123.3362,0.0,3.900000000000002,6.1,1.0,543.11,2,939
2024-03-29 12:00:00,72,122.9745,0.0,3.8000000000000007,6.2,1.1999999999999993,543.11,2,939
2024-03-29 12:03:00,73,122.2512,1.0,3.8999999999999986,6.2,1.1000000000000014,543.11,2,939
2024-03-29 12:06:00,71,122.0341,1.0,4.0,6.3,1.1000000000000014,545.37,2,939
2024-03-29 12:09:00,72,121.9618,1.0,3.8999999999999986,6.199999999999999,1.3000000000000007,545.37,2,939
2024-03-29 12:12:00,73,123.4809,1.0,4.0,6.199999999999999,1.1999999999999993,545.37,2,939
2024-03-29 12:15:00,72,123.4086,1.0,4.0,6.1,1.3000000000000007,545.37,2,939
2024-03-29 12:18:00,73,127.4595,1.0,4.0,6.1,1.2000000000000028,560.1,2,940
