cluster_id,mean_FLA,mean_flowrate,mean_condensing_delta_t,mean_chilled_delta_t,predicted_initial_small_delta_t,predicted_initial_power,cluster_size
2,54.0,70.16782,0.6000000000000014,-1.4000000000000004,1.930228818671409,167.48029567962817,1
3,53.0,73.20602,0.3999999999999986,-0.5,2.0380800197683175,158.57526542308878,1
4,41.0,68.070025,0.7999999999999989,-1.0499999999999998,1.1553076312078039,70.73112523748573,2
5,41.0,80.94617,0.8999999999999986,-1.0,1.1553076312078039,71.88187947158288,1
6,34.0,76.099535,0.6499999999999986,-1.0499999999999998,1.1553076312078039,66.24950932590691,2
7,42.0,73.965565,0.8499999999999996,-0.7000000000000002,1.3115820140365222,75.19878947539603,2
8,38.0,76.714415,0.75,-0.6999999999999993,1.2631588323047125,69.26219664919941,2
9,38.0,97.58392,0.8000000000000007,-0.6000000000000014,1.2631588323047125,75.71117550700743,1
10,48.0,95.12442,0.8000000000000007,-0.8000000000000007,1.5776322635050726,102.08466162561159,1
11,52.0,104.89,0.7000000000000028,-1.0,1.8639551827021599,168.5550100790364,1
12,48.0,104.9624,0.3999999999999986,-0.6999999999999993,1.5029196223965882,102.30901194683379,1
13,44.0,112.1962,0.8000000000000007,-1.200000000000001,1.1977459302339994,78.98173766298193,1
14,55.0,97.72858,0.6000000000000014,-0.8000000000000007,2.109845558163383,181.0957905509342,1
15,49.0,91.79688,0.3999999999999986,-0.5999999999999996,1.5852597121746037,99.40987017377667,1
16,52.5,86.552375,0.75,-0.8999999999999995,1.9718063837990685,144.3502073485383,2
17,50.0,86.95023,1.0,-0.40000000000000036,1.5852597121746037,117.63696982477275,1
19,42.5,84.63542,0.29999999999999893,-0.9500000000000011,1.2037308129396136,72.09134525096955,2
20,50.0,91.21817,0.3999999999999986,-1.5999999999999996,1.477408511077695,98.97721740118517,1
21,36.0,98.37962,0.5,-0.40000000000000036,1.2631588323047125,76.2330488761861,1
22,40.0,89.69907,0.1999999999999993,-0.5,1.2631588323047125,76.2330488761861,1
23,44.0,93.02663,-0.3000000000000007,-0.40000000000000036,1.3803097724393925,83.8483474564387,1
24,47.5,81.05469,0.4499999999999993,-1.5500000000000007,1.3442537248167963,98.42247754036511,2
25,52.0,73.78472,0.6000000000000014,-1.1999999999999993,1.8639551827021599,163.199619837953,1
26,31.0,80.43981,0.1999999999999993,-1.5,1.1553076312078039,68.0563337856508,1
27,31.0,85.06945,0.10000000000000142,-1.4000000000000004,1.1553076312078039,68.0563337856508,1
28,34.0,81.52489,0.5,-1.6999999999999993,1.1553076312078039,68.0563337856508,1
29,46.0,95.05209,0.3999999999999986,-1.700000000000001,1.2724585713424839,96.24970292647619,1
30,38.0,87.89063,0.10000000000000142,-2.1999999999999993,1.1553076312078039,68.0563337856508,1
31,55.0,100.5498,1.6999999999999993,-0.3999999999999986,2.040358679031664,198.86505117676552,1
32,56.0,92.15856,1.8999999999999986,-0.1999999999999993,2.1803525028486828,219.0274582139529,1
33,53.0,97.80093,1.9000000000000021,-1.0,1.8640621780477251,196.15542230981004,1
34,52.0,117.5492,1.3999999999999986,-0.8000000000000007,1.904308314337449,167.2253472048481,1
35,35.0,108.4346,1.8000000000000007,-0.40000000000000036,1.200174859321596,124.60519268807491,1
