cluster_id,mean_FLA,mean_flowrate,mean_condensing_delta_t,mean_chilled_delta_t,predicted_initial_small_delta_t,predicted_initial_power,cluster_size
1,47.26148409893993,53.30474568904593,2.91095406360424,4.328621908127208,0.6652378141453968,152.7553949374594,283
2,46.36,60.57870360000001,2.4960000000000004,3.4640000000000004,0.6492502632592998,156.05095654454692,25
3,50.79661016949152,59.62315559322033,2.6627118644067784,3.994915254237288,0.6492456117132114,160.5413626349343,59
4,49.10552763819096,48.69021020100502,2.5934673366834167,4.107035175879397,0.6542818064137162,159.15314815248058,199
5,54.62222222222222,53.28960822222222,1.5577777777777777,2.037777777777778,0.896715515033893,165.46013863528785,45
6,48.07142857142857,59.51554214285715,2.2928571428571436,3.4285714285714284,0.6754346805265563,159.48050197294964,14
7,55.57142857142857,56.97420647619048,2.566666666666667,4.8133333333333335,0.8297517070867395,189.6087886944379,105
9,70.76813831429453,61.889413090460025,3.8134763815992585,6.120175980240815,1.0094632776643515,247.66548060111984,6478
10,65.10263929618769,60.03743962739348,3.7210281179920655,5.744160772813524,0.9967711919826926,234.33642506074875,5797
11,53.04477611940298,68.61180223880596,3.3850746268656717,4.104477611940299,0.7118709326597162,180.96292649476953,67
12,64.60705882352941,67.81998929411765,3.3557647058823523,5.249411764705882,1.047789909721532,224.69840835319366,425
13,71.95024875621891,68.84742934328357,3.79363184079602,5.829253731343283,1.1087255943501249,256.6044675306438,1005
14,66.51181102362204,76.5871059055118,3.530708661417324,4.725984251968504,1.065743094506352,228.977887716669,127
15,55.23711340206186,75.98677969072165,3.7432989690721645,4.034020618556702,0.8627674261051222,189.7606991487998,194
16,70.82231481481482,73.03313615925926,4.603101851851852,5.713305555555556,1.3189262256655598,255.54282200565495,10800
17,72.54347112860893,63.47867712844488,4.244008366141732,6.181332020997375,1.115509410531351,257.15241983471316,24384
18,52.76315789473684,72.75980754385965,3.3912280701754383,3.88859649122807,0.7393154342697895,172.33936700094,114
19,53.607142857142854,71.72618999999999,3.089285714285715,3.9642857142857144,0.8226613706323018,179.86992275840436,28
20,61.25,76.51909625,2.26875,3.99375,0.9814456627896689,204.0516398487372,16
21,51.6,68.00154288888888,3.1844444444444435,3.8,0.7031477028088983,170.90302817534348,45
22,57.760925449871465,63.99734,3.141388174807198,4.780719794344473,0.8507309879796332,197.44533004424636,389
23,50.92307692307692,65.83125692307692,3.0384615384615383,3.8256410256410254,0.6760940429815544,169.51192853903808,39
24,58.33844559585492,57.910729668393785,3.5629844559585497,5.219336787564767,0.933040848610022,202.23209034690197,4825
25,62.261310452418094,61.9740656474259,3.37792511700468,5.329797191887676,0.9241104256154351,215.1928401286951,1282
26,58.372093023255815,55.69641849894291,3.175828047921071,5.096405919661733,0.9126199066488317,202.66015838223458,1419
27,55.32941176470588,60.66448811764706,2.7670588235294122,4.4682352941176475,0.7944253373089667,185.19842893147333,85
28,57.83259911894273,62.4087331277533,3.0832599118942734,4.584140969162995,0.8207079988227444,192.77347774991753,227
29,56.70531400966183,59.93665007246377,3.102657004830917,4.814975845410628,0.8466461134213927,188.32174796244095,414
30,57.84375,66.34837999999999,2.3062500000000004,3.625,0.8458818889954196,190.62413788505313,32
31,52.9,61.75154333333333,2.58,4.066666666666666,0.6594727042880749,175.2265892703843,30
32,54.86666666666667,67.71347755555556,2.8622222222222224,4.2444444444444445,0.8122805064428902,194.97200282471113,45
33,57.18181818181818,63.96675109090909,2.8218181818181827,4.401818181818182,0.8238589902825156,192.7932626999982,55
34,48.76923076923077,63.53276307692309,2.753846153846154,3.5461538461538464,0.6676544333009657,153.60118077636025,13
111,65.28125,83.940971875,5.0062500000000005,4.78125,1.2693277164858032,216.777378431135,16
118,69.56543209876543,72.25722975308642,5.487654320987655,5.533333333333333,1.3308369615916178,249.54247599820508,81
127,87.6942857142857,75.03108405714285,5.085142857142857,5.921142857142856,1.4050264947353237,314.811701655576,175
132,78.62719033232628,74.88967882175227,4.8758308157099695,5.5830815709969785,1.390195075344758,279.1243214271148,331
138,93.1375,69.16955999999999,5.6125,7.0875,1.4219568117767634,337.0603706880927,8
140,87.65789473684211,70.36732526315788,5.173684210526315,6.515789473684211,1.3998013732660133,315.4411510915315,19
142,95.53999999999999,66.851854,5.099999999999998,7.279999999999999,1.5478062182915984,352.50867925328066,5
144,85.69999999999997,68.93187785714285,5.042857142857144,6.371428571428573,1.3945796785703883,307.85470763318943,28
149,84.84146341463415,71.41062585365853,5.05609756097561,6.162195121951219,1.385697910922044,305.093982896147,82
155,80.3,59.89583,4.600000000000001,6.699999999999999,1.2983000123912327,292.52707591968283,1
156,79.0,58.29199428571429,4.485714285714286,6.757142857142857,1.2328547061211341,288.3253877390178,7
172,74.65,59.432874999999996,4.5,6.35,1.1365902352673136,270.77509172714326,2
173,80.72622516556291,62.653452026490065,4.332052980132451,6.31364238410596,1.2504361202124066,289.63119226192015,755
190,84.52706422018349,65.29343995412844,4.6495412844036705,6.391743119266056,1.3437449054627237,304.9581883453809,218
197,83.09472477064219,68.63983373853212,4.671100917431192,6.096559633027523,1.3855058386590688,300.74614498562124,436
201,56.0,61.4294,4.850000000000001,5.05,0.9001898810372718,198.61434887142877,2
291,67.98490566037735,74.72375094339621,3.881132075471699,4.6056603773584905,1.1309663180443152,229.1898485604582,53
292,54.402259887005656,78.32019016949153,4.001694915254237,4.17909604519774,0.8726409264466319,177.5571514996089,177
296,48.72573716781944,70.47452436476156,3.8808882417182384,4.153694939934474,0.7219592389513795,131.20301424003358,2747
297,70.63086419753087,70.43609938271605,3.733333333333333,4.787654320987654,1.1040849975138975,226.79713744622197,81
298,60.36284403669726,70.30373949541286,4.1784403669724774,4.38394495412844,0.9723613806998636,210.3963233979683,218
313,69.75360824742269,77.24381876288659,4.522680412371134,4.934020618556701,1.336676218874884,245.61283643930932,97
317,53.274999999999984,81.38434214285715,4.352380952380953,4.273809523809524,0.866618108457877,158.06589903171573,84
318,54.829411764705874,81.46446058823528,4.5,4.3764705882352954,0.8608738841968133,154.72931824659804,17
330,73.2,71.23843,4.799999999999997,6.499999999999999,1.2867573189970025,266.5031161134506,1
331,62.139240506329116,70.18693132911393,4.884915611814345,5.001160337552743,1.2028788293358437,223.19013440525327,948
333,83.58421052631577,70.59779087719299,4.964912280701754,6.1842105263157885,1.3883904202593063,300.9097472711865,57
343,78.56344339622643,69.2272941509434,4.446698113207548,5.733254716981131,1.2706990884027147,278.9146562321557,424
344,81.413,71.2439232,4.571,5.5745000000000005,1.3318351994529525,287.92578294424027,200
345,78.78461538461539,65.82754596153846,4.2576923076923086,5.694230769230771,1.209113718186402,278.0063798281574,52
346,75.59868131868132,68.96456538461538,4.225494505494505,5.488571428571429,1.2494750599974234,264.669781283735,455
349,82.27777777777777,72.96167555555556,4.633333333333335,5.855555555555557,1.3726495727491375,297.38530797822006,9
350,75.7,73.26389,4.300000000000001,5.800000000000001,1.2810779074331764,268.368900036161,1
356,78.50294117647059,72.83156352941175,4.4147058823529415,5.341176470588236,1.3188625060876578,276.215143202673,34
364,77.70909090909092,72.98505818181818,4.2,5.1818181818181825,1.3198092259714593,272.7035535981503,11
365,56.55110876451954,73.28668267159449,4.370432946145724,4.576346356916578,0.8757700409309753,197.4925047812724,947
370,74.93278688524592,64.40450385245902,4.227049180327869,5.780327868852458,1.106095844071356,266.01400947750216,122
371,74.95621301775147,63.00782159763314,4.12189349112426,5.839644970414201,1.1048283524005065,266.2259802590583,169
378,83.46129032258067,63.97102774193549,3.987096774193548,6.3645161290322605,1.3078184820494307,298.68353717610216,31
394,83.27901785714286,65.50435051339285,4.2665178571428575,6.2419642857142845,1.2861115191352281,298.5676519673386,448
409,76.70425531914893,69.85076765957446,3.9617021276595747,5.268085106382979,1.247868112366598,267.771157175206,47
410,76.24139194139195,64.80527571428571,3.9234432234432233,5.706593406593407,1.1437058006556977,269.0994915970249,273
