Timestamp,NS Substation HX Primary Control Valve 1N1 V-09 Position,HX3 supply_dt,HX3 lmtd,HX3 primary chw dt,HX3 secondary chw dt,HX3 primary_dp,HX3_running_hour
2024-01-22 09:48:00,48.32176,2.8645830000000005,1.0860145331878486,7.465282,4.861109,32.69673999999999,0.0
2024-02-02 13:33:00,40.39352,0.694445,1.169302240595078,7.696763,8.825228,43.40280000000001,0.0
2024-03-06 14:12:00,73.81366,0.0,0.2786743809943901,3.0671300000000006,7.320606,72.62730000000002,0.0
2024-03-06 14:15:00,100.0,-0.05787099999999956,,2.517361,6.7708379999999995,91.14589999999998,0.0
2024-03-06 14:18:00,100.0,0.05787000000000031,1.0637199803881612,2.806712,7.494216999999999,94.9074,0.0
2024-03-06 14:21:00,68.48958,0.05787000000000031,1.4766919637783542,1.5335650000000003,8.651620000000001,76.09960000000001,0.0
2024-03-13 00:18:00,32.69676,2.2569440000000007,2.2132587963626342,0.2025459999999999,0.11574099999999987,43.98150000000001,0.0
2024-03-13 00:21:00,34.78009,2.2569440000000007,,0.11574000000000062,0.11574099999999987,42.53469999999999,0.0
2024-03-13 00:24:00,34.78009,2.4016200000000003,2.387124272636884,0.14467599999999958,0.11574099999999987,46.2963,0.0
2024-03-13 00:27:00,34.75116,2.4884260000000005,2.473931298182205,0.14467600000000047,0.11574099999999987,41.955899999999986,0.0
2024-03-19 15:24:00,37.35532,-0.8680560000000002,,4.398145,7.581021,41.37730000000002,0.0
2024-03-19 15:27:00,83.76736,0.08680600000000016,1.3467412349681969,2.835648,8.478006,70.8912,0.0
2024-03-20 11:45:00,100.0,0.4050919999999998,0.4737549285135237,0.11574099999999987,0.26041700000000034,78.125,0.0
2024-03-20 11:51:00,100.0,2.2280089999999992,2.1843200379382535,0.3472219999999995,0.26041700000000034,78.4143,0.0
2024-03-22 23:51:00,100.0,2.3148150000000003,2.4146728607883583,0.05787100000000045,0.2604159999999993,81.88659999999999,0.0
2024-03-22 23:54:00,100.0,2.5752309999999996,2.6326784848237916,0.11573999999999973,0.2314809999999996,80.15039999999999,0.0
2024-03-24 01:33:00,100.0,2.546296,2.646278221081245,0.08680500000000002,0.2893509999999999,87.0949,0.0
2024-03-24 01:39:00,100.0,2.5752319999999997,2.66109420608521,0.08680600000000016,0.2604159999999993,85.0694,0.0
2024-03-24 01:42:00,100.0,2.6620369999999998,2.7479295156652657,0.05787000000000031,0.2314809999999996,89.40969999999999,0.0
2024-03-24 23:51:00,76.38889,2.3726849999999997,2.5145879832847675,0.0,0.28935200000000005,85.3588,0.0
2024-03-24 23:54:00,100.0,2.459491,2.5594293962937398,0.08680600000000016,0.28935200000000005,101.8519,0.0
2024-03-24 23:57:00,100.0,2.459491,2.5594293962937398,0.08680600000000016,0.28935200000000005,105.32409999999999,0.0
2024-03-25 00:00:00,100.0,2.3726849999999997,2.500634915228327,0.02893499999999971,0.28935200000000005,101.5625,0.0
2024-03-25 00:03:00,100.0,2.5173609999999993,2.6314062834661227,0.05786999999999942,0.28935200000000005,101.27319999999997,0.0
2024-03-25 00:06:00,76.38889,2.5752309999999996,2.6893128081991566,0.05787000000000031,0.28935200000000005,89.12029999999999,0.0
2024-03-25 00:24:00,72.22222,2.430555,2.55855605032498,0.05787000000000031,0.31828700000000065,83.91210000000001,0.0
2024-03-25 00:27:00,100.0,2.430555,2.5304786057774735,0.08680500000000002,0.28935200000000005,111.68979999999999,0.05
2024-03-25 00:30:00,100.0,2.430555,2.544542377789356,0.08680500000000002,0.31828700000000065,109.0857,0.1
2024-03-25 00:33:00,100.0,2.430555,2.5304786057774735,0.08680500000000002,0.28935200000000005,109.0857,0.15000000000000002
2024-03-25 00:36:00,100.0,2.4884259999999996,2.6024519259091243,0.05787099999999956,0.28935200000000005,111.97919999999999,0.2
2024-03-25 00:39:00,100.0,2.546296,2.6603597446360343,0.05786999999999942,0.28935200000000005,107.6389,0.25
2024-03-25 00:42:00,100.0,2.546296,2.6603597446360343,0.05786999999999942,0.28935200000000005,113.42590000000001,0.3
2024-03-25 00:45:00,100.0,2.517361,2.6454345540253614,0.02893499999999971,0.28935200000000005,116.89819999999997,0.35
2024-03-25 00:54:00,100.0,2.8067130000000002,2.906810981476118,0.05787099999999956,0.26041699999999945,118.63419999999999,0.5
2024-03-25 00:57:00,100.0,2.7777770000000004,2.8637069526138395,0.08680500000000002,0.26041699999999945,117.1874,0.55
2024-03-25 01:03:00,100.0,2.6909720000000004,2.8191771512227186,0.02893499999999971,0.28935200000000005,117.1875,0.65
2024-03-25 01:06:00,100.0,2.6620370000000007,2.776170251928629,0.05787100000000045,0.28935200000000005,114.58330000000001,0.7000000000000001
2024-06-11 08:09:00,53.96412,1.9965270000000004,1.5214494880206153,9.693290000000001,8.825233,47.1644,0.7000000000000001
2024-06-11 08:15:00,41.00116,1.2442130000000002,1.410707981536377,8.969909,9.317126,39.93050000000002,0.7000000000000001
2024-06-11 08:18:00,51.41782,1.0416670000000003,1.3347502035140497,8.449072000000001,9.085645,45.428200000000004,0.7000000000000001
2024-06-11 08:21:00,31.59722,1.0127309999999996,1.3783640202296599,8.651623999999998,9.461803,41.95599999999999,0.7000000000000001
2024-06-11 08:27:00,33.70949,1.2442130000000002,1.410707981536377,8.969909,9.317126,41.66659999999999,0.7000000000000001
2024-06-11 08:30:00,39.95949,0.5787040000000001,1.3466506311513504,7.378472,9.403938,45.13890000000001,0.7000000000000001
2024-06-11 08:36:00,30.58449,1.0416669999999995,1.3960455431992531,8.622689999999999,9.403933,40.79860000000002,0.7000000000000001
2024-06-11 08:39:00,31.07639,1.070601,1.3265537153801947,8.680558,9.230327,40.219899999999996,0.7000000000000001
