Timestamp,NP Chiller High Level Status WCC_N_1_1_Motor FLA Loading,NP Chiller Hard-wired Status WCC_NP_1_1_FM_01_FR,NP Chiller High Level Status WCC_N_1_1_Running Hours,condensing_delta_t,chilled_delta_t,small_delta_t,NP WCC Power WCC_1_1_Power,cluster,cluster_id
2026-02-07 19:00:00,50,126.3021,5383.0,4.300000000000001,4.800000000000001,0.7999999999999972,0.0,1,1803
2026-02-07 19:06:00,50,125.7957,5383.0,4.400000000000002,4.800000000000001,0.8999999999999986,0.0,1,1803
2026-02-07 19:12:00,50,124.783,5383.0,4.400000000000002,4.800000000000001,0.8999999999999986,0.0,1,1803
2026-02-07 19:15:00,50,125.5787,5383.0,4.400000000000002,4.800000000000001,0.8999999999999986,0.0,1,1803
2026-02-07 19:21:00,50,126.7361,5383.0,4.399999999999999,4.9,0.8000000000000007,0.0,1,1803
2026-02-07 19:24:00,50,125.7957,5383.0,4.399999999999999,4.9,0.8000000000000007,0.0,1,1803
2026-02-07 19:27:00,50,125.651,5383.0,4.399999999999999,4.800000000000001,0.8000000000000007,0.0,1,1803
2026-02-07 19:33:00,52,125.7957,5384.0,4.399999999999999,4.9,1.1000000000000014,0.0,1,1809
2026-02-07 19:39:00,48,124.349,5384.0,4.399999999999999,4.9,0.6000000000000014,0.0,1,1803
2026-02-07 19:45:00,48,125.434,5384.0,4.300000000000001,4.800000000000001,0.7999999999999972,0.0,1,1803
2026-02-07 19:48:00,49,123.6256,5384.0,4.300000000000001,4.800000000000001,0.8999999999999986,0.0,1,1803
2026-02-07 19:51:00,50,125.2894,5384.0,4.300000000000001,4.9,0.8999999999999986,0.0,1,1803
2026-02-07 20:00:00,49,125.434,5384.0,4.399999999999999,4.9,0.8000000000000007,0.0,1,1803
2026-02-07 20:06:00,48,126.1574,5384.0,4.300000000000001,4.800000000000001,0.8999999999999986,0.0,1,1803
2026-02-07 20:09:00,49,124.0596,5384.0,4.300000000000001,4.800000000000001,0.6999999999999993,0.0,1,1803
2026-02-07 20:15:00,49,125.1447,5384.0,4.199999999999999,4.800000000000001,0.8000000000000007,0.0,1,1803
2026-02-07 20:24:00,49,125.217,5384.0,4.199999999999999,4.800000000000001,0.8000000000000007,0.0,1,1803
2026-02-07 20:27:00,48,125.1447,5384.0,4.100000000000001,4.699999999999999,0.8999999999999986,0.0,1,1803
2026-02-07 20:30:00,48,124.349,5385.0,4.199999999999999,4.800000000000001,0.8000000000000007,0.0,1,1803
2026-02-07 20:33:00,48,124.9277,5385.0,4.199999999999999,4.699999999999999,0.8000000000000007,0.0,1,1803
2026-02-07 20:36:00,49,125.434,5385.0,4.100000000000001,4.699999999999999,0.8999999999999986,0.0,1,1803
2026-02-07 20:39:00,48,124.8553,5385.0,4.199999999999999,4.800000000000001,0.7000000000000028,0.0,1,1803
2026-02-07 20:42:00,48,124.783,5385.0,4.100000000000001,4.800000000000001,0.8000000000000007,0.0,1,1803
2026-02-07 20:45:00,48,122.7575,5385.0,4.199999999999999,4.9,1.0,0.0,1,1803
2026-02-07 20:48:00,49,124.132,5385.0,4.299999999999997,4.799999999999999,0.8000000000000007,0.0,1,1803
2026-02-07 20:51:00,51,123.4086,5385.0,4.299999999999997,4.8999999999999995,1.1000000000000014,0.0,1,1803
2026-02-07 20:54:00,49,124.2043,5385.0,4.299999999999997,4.8999999999999995,0.8000000000000007,0.0,1,1803
2026-02-07 20:57:00,48,123.9873,5385.0,4.300000000000001,4.8999999999999995,0.6999999999999993,0.0,1,1803
2026-02-07 21:12:00,48,112.1238,5385.0,4.099999999999998,4.699999999999999,0.8000000000000007,0.0,1,1674
2026-02-07 21:15:00,47,112.1962,5385.0,4.0,4.8999999999999995,0.5,0.0,1,1674
2026-02-07 21:18:00,45,114.294,5385.0,3.799999999999997,4.699999999999999,0.6000000000000014,0.0,1,1715
2026-02-07 21:21:00,44,113.4983,5385.0,3.8000000000000007,4.699999999999999,0.5,0.0,1,1715
2026-02-07 21:36:00,44,111.1111,5386.0,3.6999999999999993,4.6,0.7000000000000028,0.0,1,1716
2026-02-07 21:45:00,46,118.3449,5386.0,3.6999999999999993,4.5,0.3999999999999986,0.0,1,961
2026-02-07 21:48:00,44,118.2002,5386.0,3.6999999999999993,4.699999999999999,0.6000000000000014,0.0,1,961
2026-02-07 21:51:00,44,117.2598,5386.0,3.6000000000000014,4.5,0.8999999999999986,0.0,1,961
2026-02-07 21:57:00,45,117.5492,5386.0,3.8000000000000007,4.6,0.6999999999999993,0.0,1,961
2026-02-08 10:18:00,122,103.8773,5386.0,1.3000000000000007,0.5,0.40000000000000213,0.0,1,104
2026-02-08 10:21:00,39,122.2512,5386.0,2.3000000000000007,2.0999999999999996,1.1000000000000014,0.0,1,8
2026-02-08 10:24:00,47,115.8131,5386.0,3.5,5.1000000000000005,1.0999999999999979,0.0,1,962
2026-02-08 10:27:00,37,137.1528,5386.0,3.0,3.6000000000000005,0.10000000000000142,0.0,1,943
2026-02-08 10:30:00,37,129.2679,5386.0,2.8000000000000007,3.3999999999999995,1.0999999999999979,0.0,1,18
2026-02-08 10:36:00,35,131.4381,5386.0,3.1000000000000014,3.1999999999999993,0.5999999999999979,0.0,1,937
2026-02-08 10:45:00,35,130.136,5387.0,3.099999999999998,3.0999999999999996,1.2000000000000028,0.0,1,937
2026-02-08 11:12:00,40,138.4548,5387.0,3.400000000000002,3.3000000000000007,0.5,0.0,1,940
2026-02-08 11:15:00,39,140.0463,5387.0,3.5,3.3999999999999995,0.5,0.0,1,940
2026-02-08 11:18:00,38,136.8634,5387.0,3.3999999999999986,3.299999999999999,0.5,0.0,1,940
2026-02-08 11:30:00,40,135.6337,5387.0,3.3000000000000007,3.200000000000001,1.3000000000000007,0.0,1,940
2026-02-08 11:33:00,39,136.3571,5387.0,3.6000000000000014,3.3999999999999995,0.8999999999999986,0.0,1,940
2026-02-08 11:36:00,41,138.2379,5387.0,3.5,3.1999999999999993,1.5999999999999979,0.0,1,940
