Timestamp,SS Substation HX Primary Control Valve 4D3-1 V-01 Position,HX1 supply_dt,HX1 lmtd,HX1 primary chw dt,HX1 secondary chw dt,HX1 primary_dp,HX1_running_hour
2023-01-15 20:48:45,98.09028,2.546296,5.130894201088721,-0.14467599999999958,6.365743999999999,24.016199999999998,0.0
2023-01-15 20:51:40,98.09028,2.3726849999999997,4.99000418996853,-0.14467599999999958,6.539355,19.96520000000001,0.04861111111111111
2023-01-15 20:54:00,98.09028,2.546296,5.130894201088721,-0.14467599999999958,6.365743999999999,20.25460000000001,0.0875
2023-01-15 20:57:01,98.09028,2.3726849999999997,4.99000418996853,-0.14467599999999958,6.539355,21.990699999999975,0.13777777777777778
2023-01-15 21:00:02,98.09028,2.604166,5.176975209182633,-0.08680599999999927,6.365743999999999,22.569500000000005,0.18805555555555556
2023-01-15 21:03:40,98.09028,2.430555,5.056932368427658,-0.14467599999999958,6.539355,20.25460000000001,0.24861111111111112
2023-01-15 21:06:42,98.09028,2.604166,5.196847878093483,-0.14467599999999958,6.365743999999999,19.96520000000001,0.2991666666666667
2023-01-15 21:09:42,98.09028,2.633102,5.2297454854076895,-0.14467599999999958,6.365743999999999,21.990700000000004,0.3491666666666667
2023-01-15 21:12:00,98.09028,2.6909719999999995,5.275385146275243,-0.14467599999999958,6.307874,21.990700000000004,0.3875
2023-01-15 21:15:42,98.09028,2.4884259999999996,5.12361187385158,-0.14467600000000047,6.539355,22.280100000000004,0.44916666666666666
2023-01-15 21:18:43,98.09028,2.459491,5.100067300056627,-0.14467600000000047,6.568289999999999,22.5694,0.4994444444444444
2023-01-15 21:21:00,98.09028,2.6620369999999998,5.272555559462138,-0.17361100000000018,6.365743999999999,23.148200000000003,0.5375
2023-01-15 21:24:43,98.09028,2.633102,5.249626430752229,-0.17361100000000018,6.394678999999999,21.12269999999998,0.5994444444444444
2023-01-15 21:27:42,98.09028,2.6620369999999998,5.272555559462138,-0.14467600000000047,6.394678999999999,20.25460000000001,0.6491666666666667
2023-01-15 21:30:40,98.09028,2.6620369999999998,5.272555559462138,-0.14467600000000047,6.394678999999999,20.833399999999983,0.6986111111111111
2023-01-24 11:09:00,50.02894,1.4756940000000007,3.748621369465065,-0.2025459999999999,5.96065,11.863400000000013,0.6986111111111111
2023-01-24 11:12:43,71.15162,1.5625,3.847108760205182,-0.17361100000000018,5.96065,15.3356,0.6986111111111111
2023-01-24 11:15:43,71.15162,1.5914350000000006,3.8826518302837965,-0.1736109999999993,5.96065,15.046300000000002,0.6986111111111111
2023-01-24 11:18:01,71.15162,1.6203700000000003,3.908917394854346,-0.14467599999999958,5.96065,14.467600000000004,0.6986111111111111
2023-01-24 11:21:43,34.4618,1.6203700000000003,3.927204494409403,-0.2025459999999999,5.96065,8.969899999999996,0.6986111111111111
2023-01-24 11:24:01,34.43287,1.6203700000000003,3.927204494409403,-0.2025459999999999,5.96065,7.2339000000000055,0.6986111111111111
2023-03-12 14:48:41,80.35301,1.5046300000000006,3.7666043258329784,-0.1736109999999993,5.931715,35.01159999999999,0.6986111111111111
2023-03-17 06:03:39,98.00347,4.427087,6.753668916797706,-0.02893499999999971,5.324070000000001,21.701399999999992,0.6986111111111111
2023-03-17 06:06:38,98.06134,4.456022,6.806743172711495,-0.05787000000000031,5.353009999999999,21.99069999999999,0.6986111111111111
2023-03-17 06:09:38,98.06134,4.571763,6.928597099984539,-0.05787000000000031,5.353009999999999,20.254599999999996,0.6986111111111111
2023-03-17 06:12:41,98.06134,4.687498,7.061607003635668,-0.05787099999999956,5.38195,21.701400000000007,0.6986111111111111
2023-03-17 06:15:38,98.06134,4.774304,7.16413315986011,-0.08680599999999927,5.38195,20.54400000000001,0.6986111111111111
2023-03-17 06:18:39,98.06134,4.861109999999999,7.266602892073675,-0.11574000000000062,5.38195,18.807900000000018,0.6986111111111111
2023-03-17 06:21:39,98.06134,4.86111,7.289417589697856,-0.11574099999999987,5.439819999999999,19.965300000000013,0.6986111111111111
2023-03-20 19:57:38,97.19329,4.079861,6.319721088774689,0.6944439999999998,5.873837999999999,31.5394,0.6986111111111111
2023-03-20 20:00:40,98.06134,4.224537000000001,6.784285607304727,-0.08680500000000002,5.902778,29.803300000000007,0.6986111111111111
2023-03-24 06:51:41,41.23264,5.208337,1.9213275246300399,6.307867,1.5335599999999996,10.706099999999992,0.6986111111111111
2023-03-24 06:54:43,47.13541,1.4467590000000001,0.8851011618108282,7.436346,6.481477,14.178200000000004,0.7491666666666666
2023-03-24 06:57:43,42.24537,2.430555,0.8966096939172561,7.725695999999999,5.497681,13.599500000000006,0.7991666666666667
2023-03-24 07:00:44,47.13541,2.0254630000000002,0.8921840083166995,7.5231460000000006,5.787032999999999,15.046299999999974,0.8494444444444444
2023-03-24 07:04:04,46.64352,1.7071769999999997,0.7385504193737548,7.320601999999999,5.844905000000001,12.442099999999982,0.905
2023-03-24 07:06:43,45.16782,1.765047,0.871987501576185,7.262732,5.844905,14.178300000000007,0.9491666666666667
2023-03-24 07:09:43,42.24537,1.5335649999999994,0.7460617248035761,7.204862,5.960647,14.178300000000007,0.9991666666666668
2023-03-24 07:12:43,41.78241,1.7071769999999997,0.6709163236747413,6.741902,5.208335,12.442200000000014,1.0491666666666668
2023-03-24 07:15:43,39.20718,1.6782409999999999,0.7901025829318931,6.828702,5.439811000000001,12.152799999999985,1.0991666666666668
2023-03-24 07:18:43,39.32291,1.7361119999999994,0.7778654534310177,7.204862,5.729170000000001,9.83789999999999,1.149166666666667
2023-03-24 07:21:43,41.26157,1.851852,0.7089790734490324,7.089122,5.41088,13.310200000000009,1.199166666666667
