Timestamp,V-02_averaged,HX2 supply_dt,HX2 lmtd,HX2 primary chw dt,HX2 secondary chw dt,HX2 primary_dp,HX2_running_hour
2023-01-13 10:15:44,35.9375,1.186343,1.018925217422663,7.870374,7.552081,26.04169999999999,0.0
2023-01-13 10:18:42,31.278935,0.9259250000000003,0.9403193034824372,7.783568000000001,7.812503,25.173699999999997,0.0
2023-01-13 10:21:43,36.935765,1.0416660000000002,1.012458409118161,7.581018,7.5231520000000005,26.33099999999999,0.0
2023-01-13 10:27:43,35.9375,1.070602,0.9965173533424561,7.841434,7.6967620000000005,26.04169999999999,0.0
2023-01-13 10:30:00,42.62153,1.157407,1.0528894612159903,7.841438,7.638891,27.488399999999984,0.0
2023-01-13 10:36:01,31.278935,1.0995369999999998,0.979243964469441,7.609952999999999,7.378475999999999,26.04170000000002,0.0
2023-01-13 10:42:43,38.46933,1.1863420000000007,1.0027324177165837,7.696758000000001,7.349536,26.331099999999992,0.0
2023-01-13 10:45:00,37.456595,1.1284720000000004,1.0544834712818696,7.870368000000001,7.725695999999999,26.33110000000002,0.0
2023-01-13 10:48:42,35.894095,1.0127319999999997,1.0127320000085516,7.812504000000001,7.812502,27.199100000000016,0.0
2023-01-13 10:54:42,33.57928,1.186343,1.0189307813843873,7.609954,7.291671,26.33099999999999,0.0
2023-01-13 10:57:01,42.867475,1.2731480000000008,1.0741147409585239,8.043984000000002,7.667825999999999,28.067199999999985,0.0
2023-01-13 11:00:00,33.59375,1.0416670000000003,0.9976351362618887,7.725694000000001,7.638887,26.909700000000015,0.0
2023-01-13 11:09:40,36.90683,1.4467590000000001,1.0619589601086123,7.841438,7.146989,26.331000000000017,0.0
2023-01-13 11:12:00,40.798615,1.157407,1.0528894612159903,7.928238,7.725691,26.62039999999999,0.0
2023-01-13 11:15:43,39.525465,1.157407,1.0216739527349787,7.696758000000001,7.436341,26.90980000000002,0.0
2023-01-13 11:18:43,32.002314999999996,0.7523149999999994,0.9403658952404873,7.552083,7.957178000000001,26.620400000000018,0.0
2023-01-13 11:20:58,37.789355,0.8969899999999997,0.967528770607076,7.494213,7.638893,26.331000000000017,0.0
2023-01-13 11:24:42,32.79803,1.070601,0.9657890762189081,7.667828,7.465277,25.462999999999994,0.0
2023-01-13 11:27:40,43.619789999999995,1.359953,1.0956604747674892,8.072918,7.581015,27.488399999999984,0.0
