cluster_id,mean_FLA,mean_flowrate,mean_condensing_delta_t,mean_chilled_delta_t,predicted_initial_small_delta_t,predicted_initial_power,cluster_size
1,191.85,393.2726,-1.6000000000000014,2.7500000000000004,3.515138160337171,2427.0616129428913,1
2,188.55,357.1181,-1.4999999999999982,3.4,3.4767288992103835,2427.627207681946,1
3,187.075,673.101125,-1.8624999999999985,1.6125000000000003,4.206106046628472,2517.864904833255,4
4,177.425,633.5033500000001,-1.6124999999999998,1.7499999999999998,4.223953066912836,2473.959456320267,4
5,192.5,657.1759,-1.5500000000000007,1.8000000000000007,4.255012830080006,2463.201777179818,1
6,190.625,539.24335,-2.200000000000001,2.35,3.7056591646996595,2576.8655392715896,2
8,186.91666666666666,536.8248666666667,-1.4999999999999982,2.0833333333333335,4.0233846281625825,2458.0376137885637,3
9,186.85000000000002,561.0098,-1.6499999999999986,1.7999999999999998,4.009465585934821,2473.959456320267,1
10,178.15,581.79255,-1.2749999999999995,1.8,4.13166293954576,2458.0376137885637,2
11,176.5,503.4577,-1.3499999999999979,2.3000000000000007,3.6811828921223966,2422.3599663064515,1
12,167.32500000000002,551.04885,-1.5999999999999996,2.1249999999999996,4.069827403640405,2469.1023588743064,2
13,186.60000000000002,478.24795,-1.6750000000000007,2.3499999999999996,3.620194480963273,2442.5255383024282,2
14,184.2,400.1591,-1.2499999999999982,2.0,3.5761960437956155,2421.3383707381518,1
15,32.86666666666667,483.8228333333334,-0.983333333333334,1.4916666666666665,2.912553736855506,1277.2954392059296,6
16,35.4875,417.74449999999996,-1.25,1.6374999999999997,3.036948728949541,1335.0411186386038,4
17,32.75,390.93605,-0.8500000000000005,1.7499999999999998,2.854922164903577,1269.9078984504888,2
18,32.60625,409.7204,-0.9062500000000002,1.55,2.8984128537092104,1261.300713876803,8
20,56.7,512.8038,-1.450000000000001,1.5999999999999996,2.5182371213015307,1827.0289037494786,1
21,45.75,494.1117,-1.3499999999999979,1.4000000000000004,3.488123487274985,1573.8212836578818,1
