Timestamp,V-02_averaged,HX2 supply_dt,HX2 lmtd,HX2 primary chw dt,HX2 secondary chw dt,HX2 primary_dp,HX2_running_hour
2023-09-11 09:42:00,54.18595533333333,1.070601,1.6474581096025334,4.600694,5.931712999999999,44.27079999999995,0.0
2023-09-11 09:45:00,88.95640333333334,0.9025460000000001,2.1431178839800893,3.246296,6.539348,79.2824,0.0
2023-09-11 09:48:00,82.90895,0.9025460000000001,2.0782227335719528,3.390973,6.481477999999999,75.52089999999998,0.05
2023-09-11 09:51:00,82.91859666666666,1.018287,2.0204321546082102,3.7092589999999994,6.221062000000001,74.65279999999996,0.1
2023-09-11 09:54:00,77.35339333333333,0.9025460000000001,2.0124679093193447,3.3331020000000002,6.221063,70.3125,0.15000000000000002
2023-09-11 09:57:00,73.35069333333333,0.9604169999999996,1.9740764137432336,3.5067129999999995,6.076392,65.97229999999996,0.2
2023-09-11 10:00:00,70.22569333333333,1.018287,1.970385143610863,3.738193999999999,6.105326999999999,63.657399999999996,0.25
2023-09-11 10:03:00,67.09105,1.018287,1.9095476053690126,3.9118049999999993,6.105322,62.210699999999974,0.3
2023-09-11 10:06:00,67.44791666666667,1.018287,1.9603058767343295,3.853935,6.192132,59.89580000000001,0.35
2023-09-11 10:09:00,64.33256,1.0472219999999997,1.962235445047412,3.940739999999999,6.192132,58.44909999999999,0.39999999999999997
2023-09-11 10:12:00,63.61882333333333,1.0472219999999997,1.9314694643068406,4.172223,6.336802,57.87039999999996,0.44999999999999996
2023-09-11 10:15:00,61.36188333333333,1.0472219999999997,1.9108336061292552,4.114351999999999,6.221062000000001,56.4237,0.49999999999999994
2023-09-11 10:18:00,62.403549999999996,1.1340269999999997,1.9322070544471377,4.172222,6.076387,55.844899999999996,0.5499999999999999
2023-09-11 10:21:00,58.410493333333335,1.018287,1.9299238233604405,3.940739999999999,6.192126999999999,54.10880000000003,0.6
2023-09-11 10:24:00,56.847993333333335,1.1340269999999997,1.889221210190329,4.3747679999999995,6.163197,51.21519999999998,0.65
2023-09-11 10:27:00,53.375769999999996,1.1050929999999992,1.9641456164585236,4.230092999999999,6.307872,47.164300000000026,0.7000000000000001
